data,dayname,somma_polli,t_media,t_min,umidità_percentuale,fenomeni,juventus,feste
2015-01-01,giovedì,6,0,-5,81,sole,0,Primo dell'Anno
2015-01-02,venerdì,9,0,-4,85,sole,0,0
2015-01-03,sabato,14,4,-1,78,sole,0,0
2015-01-04,domenica,10,3,-3,68,sole,0,0
2015-01-05,lunedì,14,4,-3,56,sole,0,0
2015-01-06,martedì,13,2,-3,80,sole,0,Epifania
2015-01-07,mercoledì,4,3,-1,83,sole,serie A,0
2015-01-08,giovedì,10,4,1,84,sole,0,0
2015-01-09,venerdì,13,2,-1,91,nebbia ,0,0
2015-01-10,sabato,14,2,-1,90,nebbia ,0,0
2015-01-11,domenica,6,1,-2,91,nebbia ,0,0
2015-01-13,martedì,13,3,-2,70,sole,0,0
2015-01-14,mercoledì,13,4,1,87,nebbia ,0,0
2015-01-15,giovedì,8,4,0,88,pioggia nebbia ,0,0
2015-01-16,venerdì,15,7,4,80,pioggia ,0,0
2015-01-17,sabato,20,9,5,86,pioggia ,0,0
2015-01-18,domenica,18,5,1,80,sole,0,0
2015-01-20,martedì,16,2,-1,89,nebbia ,0,0
2015-01-21,mercoledì,12,4,1,85,pioggia ,0,0
2015-01-22,giovedì,7,6,5,87,pioggia ,0,0
2015-01-23,venerdì,11,6,2,80,sole,0,0
2015-01-24,sabato,28,5,2,75,sole,0,0
2015-01-25,domenica,26,5,2,73,sole,0,0
2015-01-27,martedì,11,1,-2,81,sole,0,0
2015-01-28,mercoledì,18,2,-2,56,sole,0,0
2015-01-29,giovedì,18,1,-2,77,pioggia ,0,0
2015-01-30,venerdì,24,2,-1,82,pioggia ,0,0
2015-01-31,sabato,32,2,-4,68,sole,0,0
2015-02-01,domenica,29,3,-1,67,sole,0,0
2015-02-03,martedì,17,3,-2,68,sole,0,0
2015-02-04,mercoledì,16,6,3,59,sole,0,0
2015-02-05,giovedì,11,5,4,84,sole,0,0
2015-02-06,venerdì,25,3,1,87,sole,0,0
2015-02-07,sabato,28,4,1,76,sole,0,0
2015-02-08,domenica,19,1,-3,88,sole,serie A,0
2015-02-10,martedì,22,2,-3,76,sole,0,0
2015-02-11,mercoledì,19,4,0,82,sole,0,0
2015-02-12,giovedì,19,5,-1,82,sole,0,Giovedì Grasso
2015-02-13,venerdì,22,6,5,80,sole,0,0
2015-02-14,sabato,33,6,4,89,sole,0,San Valentino
2015-02-15,domenica,28,8,6,83,sole,0,Carnevale
2015-02-17,martedì,21,9,4,58,sole,0,Martedì Grasso
2015-02-18,mercoledì,10,6,0,68,sole,0,0
2015-02-19,giovedì,20,4,-1,80,sole,0,0
2015-02-20,venerdì,17,4,-1,84,sole,0,0
2015-02-21,sabato,30,5,2,81,sole,serie A,0
2015-02-22,domenica,36,7,5,89,sole,0,0
2015-02-24,martedì,19,7,4,75,sole,0,0
2015-02-25,mercoledì,13,7,6,75,sole,champions,0
2015-02-26,giovedì,19,8,6,62,sole,0,0
2015-02-27,venerdì,18,8,6,67,sole,0,0
2015-02-28,sabato,33,8,1,71,sole,0,0
2015-03-01,domenica,22,7,2,79,sole,0,0
2015-03-03,martedì,20,8,1,72,nebbia ,serie A,0
2015-03-04,mercoledì,23,8,3,68,pioggia ,0,0
2015-03-05,giovedì,10,8,3,43,sole,0,0
2015-03-06,venerdì,20,7,1,34,sole,0,0
2015-03-07,sabato,37,7,1,57,sole,0,0
2015-03-08,domenica,27,7,1,59,sole,0,0
2015-03-10,martedì,20,8,1,65,sole,serie A,0
2015-03-11,mercoledì,16,10,5,66,sole,0,0
2015-03-12,giovedì,18,9,4,55,sole,0,0
2015-03-13,venerdì,22,8,2,60,sole,0,0
2015-03-14,sabato,41,8,3,62,sole,0,0
2015-03-15,domenica,34,9,3,64,pioggia ,serie A,0
2015-03-17,martedì,15,12,8,70,pioggia ,0,0
2015-03-18,mercoledì,18,10,5,76,sole,0,0
2015-03-19,giovedì,19,10,4,67,sole,champions,Festa di San Giuseppe
2015-03-20,venerdì,17,10,5,61,sole,0,0
2015-03-21,sabato,31,10,6,69,pioggia ,0,0
2015-03-22,domenica,37,9,7,79,pioggia ,0,0
2015-03-24,martedì,21,12,7,64,sole,0,0
2015-03-25,mercoledì,23,12,11,75,pioggia ,0,0
2015-03-26,giovedì,19,11,10,91,pioggia ,0,0
2015-03-27,venerdì,16,12,10,74,sole,0,0
2015-03-28,sabato,39,13,8,33,sole,0,0
2015-03-29,domenica,20,12,6,58,sole,0,Domenica delle Palme
2015-03-31,martedì,16,14,6,71,sole,0,0
2015-04-01,mercoledì,15,13,6,51,nebbia ,0,0
2015-04-02,giovedì,16,12,5,39,sole,0,0
2015-04-03,venerdì,14,11,7,47,sole,0,0
2015-04-04,sabato,17,10,8,53,sole,0,0
2015-04-05,domenica,5,9,6,62,pioggia ,serie A,Pasqua
2015-04-07,martedì,8,10,2,37,sole,0,0
2015-04-08,mercoledì,15,11,2,46,sole,0,0
2015-04-09,giovedì,12,13,6,53,sole,0,0
2015-04-10,venerdì,19,14,7,62,sole,0,0
2015-04-11,sabato,27,13,6,67,sole,0,0
2015-04-12,domenica,28,15,8,67,nebbia ,serie A,0
2015-04-14,martedì,17,17,10,60,sole,0,0
2015-04-15,mercoledì,17,18,10,58,sole,champions,0
2015-04-16,giovedì,18,17,10,65,pioggia ,0,0
2015-04-17,venerdì,25,15,12,84,pioggia ,0,0
2015-04-18,sabato,40,13,8,77,pioggia temporale nebbia ,0,0
2015-04-19,domenica,25,11,7,51,sole,serie A,0
2015-04-21,martedì,21,16,8,52,sole,0,0
2015-04-22,mercoledì,17,18,8,48,sole,0,0
2015-04-23,giovedì,19,17,11,56,sole,champions,0
2015-04-24,venerdì,29,16,10,67,sole,0,0
2015-04-25,sabato,36,15,9,77,pioggia ,0,Anniversario della Liberazione
2015-04-26,domenica,27,16,11,81,pioggia ,0,0
2015-04-28,martedì,26,16,13,79,pioggia ,0,0
2015-04-29,mercoledì,15,15,11,71,sole,0,0
2015-04-30,giovedì,18,15,12,74,pioggia ,serie A,0
2015-05-01,venerdì,29,13,10,91,pioggia ,0,Festa dei Lavoratori
2015-05-02,sabato,22,17,12,80,pioggia nebbia ,0,0
2015-05-03,domenica,29,18,15,80,pioggia ,serie A,0
2015-05-05,martedì,23,20,15,77,nebbia ,0,0
2015-05-06,mercoledì,25,20,16,72,sole,champions,0
2015-05-07,giovedì,24,21,16,62,sole,0,0
2015-05-08,venerdì,27,21,15,62,pioggia temporale ,0,0
2015-05-09,sabato,38,20,15,65,sole,0,0
2015-05-10,domenica,29,22,15,50,sole,serie A,Festa della Mamma
2015-05-12,martedì,16,22,15,53,sole,0,0
2015-05-13,mercoledì,16,21,15,62,sole,0,0
2015-05-14,giovedì,10,22,15,70,sole,champions,0
2015-05-15,venerdì,17,19,17,76,pioggia temporale ,0,0
2015-05-16,sabato,27,20,15,74,pioggia temporale ,0,0
2015-05-17,domenica,23,23,16,56,sole,serie A,0
2015-05-19,martedì,16,23,18,62,pioggia temporale ,0,0
2015-05-20,mercoledì,24,19,15,77,pioggia ,0,0
2015-05-21,giovedì,24,14,11,85,pioggia temporale ,0,0
2015-05-22,venerdì,17,14,12,83,pioggia ,0,0
2015-05-23,sabato,33,14,12,87,pioggia ,0,0
2015-05-24,domenica,29,17,13,65,pioggia ,serie A,Pentecoste
2015-05-26,martedì,22,18,15,78,pioggia temporale ,0,0
2015-05-27,mercoledì,22,18,15,67,pioggia ,0,0
2015-05-28,giovedì,23,19,14,59,sole,0,0
2015-05-29,venerdì,17,19,13,59,sole,0,0
2015-05-30,sabato,32,21,15,65,sole,0,0
2015-05-31,domenica,20,21,17,69,sole,serie A,0
2015-06-01,lunedì,15,22,16,65,sole,0,0
2015-06-02,martedì,24,24,18,62,sole,0,Festa della Repubblica
2015-06-03,mercoledì,17,25,18,62,sole,0,0
2015-06-04,giovedì,24,27,22,59,sole,0,0
2015-06-05,venerdì,22,27,21,61,sole,0,0
2015-06-06,sabato,31,28,23,63,sole,0,0
2015-06-07,domenica,25,28,22,54,sole,champions,0
2015-06-09,martedì,25,24,17,60,sole,0,0
2015-06-10,mercoledì,22,25,20,60,sole,0,0
2015-06-11,giovedì,21,25,18,60,sole,0,0
2015-06-12,venerdì,18,25,20,64,sole,0,0
2015-06-13,sabato,20,25,20,63,sole,0,0
2015-06-14,domenica,25,23,19,83,sole,0,0
2015-06-16,martedì,20,21,18,77,sole,0,0
2015-06-17,mercoledì,22,21,17,67,sole,0,0
2015-06-18,giovedì,24,22,18,61,sole,0,0
2015-06-19,venerdì,21,22,19,62,sole,0,0
2015-06-20,sabato,29,20,16,64,sole,0,0
2015-06-21,domenica,24,21,16,57,sole,0,0
2015-06-23,martedì,19,23,18,72,sole,0,0
2015-06-24,mercoledì,20,20,14,57,sole,0,0
2015-06-25,giovedì,23,22,16,55,sole,0,0
2015-06-26,venerdì,30,24,16,56,sole,0,0
2015-06-27,sabato,26,25,18,58,sole,0,0
2015-06-28,domenica,24,25,19,61,sole,0,0
2015-06-30,martedì,19,25,19,58,sole,0,0
2015-07-01,mercoledì,23,26,20,49,sole,0,0
2015-07-02,giovedì,17,27,21,54,sole,0,0
2015-07-03,venerdì,32,27,21,55,sole,0,0
2015-07-04,sabato,23,27,20,58,sole,0,0
2015-07-05,domenica,25,29,22,59,sole,0,0
2015-07-07,martedì,28,31,25,60,sole,0,0
2015-07-08,mercoledì,29,29,25,63,sole,0,0
2015-07-09,giovedì,24,25,22,55,sole,0,0
2015-07-10,venerdì,27,25,22,45,sole,0,0
2015-07-11,sabato,30,25,17,51,sole,0,0
2015-07-12,domenica,29,27,20,53,sole,0,0
2015-07-14,martedì,33,28,22,55,sole,0,0
2015-07-15,mercoledì,22,28,22,61,sole,0,0
2015-07-16,giovedì,29,29,22,59,sole,0,0
2015-07-17,venerdì,19,30,24,55,sole,0,0
2015-07-18,sabato,33,29,22,50,sole,0,0
2015-07-19,domenica,23,30,23,53,sole,0,0
2015-07-21,martedì,21,30,24,53,sole,0,0
2015-07-22,mercoledì,32,31,25,51,sole,0,0
2015-07-23,giovedì,30,29,22,59,sole,0,0
2015-07-24,venerdì,26,29,22,55,sole,0,0
2015-07-25,sabato,31,28,23,57,sole,0,0
2015-07-26,domenica,40,26,22,57,sole,0,0
2015-07-28,martedì,24,27,22,61,sole,0,0
2015-07-29,mercoledì,31,26,20,68,sole,0,0
2015-07-30,giovedì,32,24,20,66,sole,0,0
2015-07-31,venerdì,34,23,18,55,sole,0,0
2015-08-01,sabato,44,21,19,70,pioggia ,0,0
2015-08-02,domenica,34,22,17,77,pioggia ,0,0
2015-08-04,martedì,29,27,20,60,sole,0,0
2015-08-05,mercoledì,27,28,22,58,sole,0,0
2015-08-06,giovedì,29,29,20,57,sole,0,0
2015-08-07,venerdì,26,29,22,54,sole,0,0
2015-08-08,sabato,27,30,24,52,sole,0,0
2015-08-09,domenica,30,29,23,52,sole,0,0
2015-08-11,martedì,27,26,18,55,sole,0,0
2015-08-12,mercoledì,27,28,19,47,sole,0,0
2015-08-13,giovedì,31,28,19,47,sole,0,0
2015-08-14,venerdì,26,27,20,52,temporale ,0,0
2015-08-15,sabato,26,25,19,65,pioggia ,0,Ferragosto
2015-08-16,domenica,29,21,19,80,pioggia temporale ,0,0
2015-08-18,martedì,31,23,17,67,temporale ,0,0
2015-08-19,mercoledì,33,19,17,83,pioggia ,0,0
2015-08-20,giovedì,34,23,16,64,sole,0,0
2015-08-21,venerdì,26,21,17,71,pioggia temporale ,0,0
2015-08-22,sabato,34,20,14,69,sole,0,0
2015-08-23,domenica,38,21,16,65,pioggia ,0,0
2015-08-25,martedì,38,23,18,77,pioggia nebbia ,0,0
2015-08-26,mercoledì,31,23,17,69,sole,0,0
2015-08-27,giovedì,27,24,18,64,sole,0,0
2015-08-28,venerdì,30,25,18,62,sole,0,0
2015-08-29,sabato,41,26,20,64,sole,0,0
2015-08-30,domenica,35,27,19,55,sole,0,0
2015-09-01,martedì,33,24,16,56,sole,0,0
2015-09-02,mercoledì,26,23,17,68,sole,0,0
2015-09-03,giovedì,26,23,19,63,sole,0,0
2015-09-04,venerdì,30,22,15,61,sole,0,0
2015-09-05,sabato,36,20,16,66,sole,0,0
2015-09-06,domenica,31,18,10,59,sole,0,0
2015-09-08,martedì,29,19,12,53,sole,0,0
2015-09-09,mercoledì,30,18,12,57,sole,0,0
2015-09-10,giovedì,36,20,16,48,sole,0,0
2015-09-11,venerdì,33,19,15,55,sole,0,0
2015-09-12,sabato,47,20,13,59,sole,0,0
2015-09-13,domenica,36,20,16,78,sole,serie A,0
2015-09-15,martedì,34,21,16,70,sole,0,0
2015-09-16,mercoledì,29,22,17,68,sole,champions,0
2015-09-17,giovedì,29,23,17,74,sole,0,0
2015-09-18,venerdì,32,23,17,63,sole,0,0
2015-09-19,sabato,42,20,13,63,sole,0,0
2015-09-20,domenica,41,20,14,64,sole,0,0
2015-09-22,martedì,33,18,13,59,sole,0,0
2015-09-24,giovedì,38,15,11,78,sole,serie A,0
2015-09-25,venerdì,37,17,11,71,sole,0,0
2015-09-26,sabato,46,18,13,75,sole,0,0
2015-09-27,domenica,43,17,14,71,sole,serie A,0
2015-09-29,martedì,28,17,14,43,sole,0,0
2015-09-30,mercoledì,23,15,10,50,sole,0,0
2015-10-01,giovedì,34,14,9,56,pioggia ,champions,0
2015-10-02,venerdì,32,16,15,57,pioggia ,0,0
2015-10-03,sabato,40,17,14,82,pioggia ,0,0
2015-10-04,domenica,31,17,13,87,pioggia temporale ,0,0
2015-10-06,martedì,26,17,16,90,pioggia ,0,0
2015-10-07,mercoledì,23,18,15,86,pioggia temporale nebbia ,0,0
2015-10-08,giovedì,22,18,15,83,pioggia ,0,0
2015-10-09,venerdì,29,17,14,78,sole,0,0
2015-10-10,sabato,44,16,13,75,sole,0,0
2015-10-11,domenica,38,16,13,75,sole,0,0
2015-10-13,martedì,25,14,14,96,pioggia ,0,0
2015-10-14,mercoledì,30,15,14,96,pioggia ,0,0
2015-10-15,giovedì,26,14,11,84,pioggia ,0,0
2015-10-16,venerdì,35,11,7,80,pioggia temporale ,0,0
2015-10-17,sabato,47,11,6,80,sole,0,0
2015-10-18,domenica,36,12,11,90,pioggia ,0,0
2015-10-20,martedì,24,11,5,74,sole,0,0
2015-10-21,mercoledì,21,10,4,69,sole,0,0
2015-10-22,giovedì,27,10,4,70,sole,champions,0
2015-10-23,venerdì,30,10,5,78,sole,0,0
2015-10-24,sabato,46,11,4,79,sole,0,0
2015-10-25,domenica,36,11,5,83,sole,0,0
2015-10-27,martedì,27,12,5,82,sole,0,0
2015-10-28,mercoledì,25,13,12,92,pioggia ,0,0
2015-10-29,giovedì,24,13,12,97,pioggia ,serie A,0
2015-10-30,venerdì,33,14,9,86,nebbia ,0,0
2015-10-31,sabato,52,12,6,73,sole,0,0
2015-11-01,domenica,32,10,5,74,sole,serie A,Ognissanti
2015-11-03,martedì,25,9,2,78,sole,0,0
2015-11-04,mercoledì,25,11,6,88,sole,champions,0
2015-11-05,giovedì,26,11,5,83,sole,0,0
2015-11-06,venerdì,32,12,6,80,sole,0,0
2015-11-07,sabato,56,12,5,81,sole,0,0
2015-11-08,domenica,28,12,6,81,sole,0,0
2015-11-10,martedì,30,9,6,95,sole,0,0
2015-11-11,mercoledì,30,7,5,99,sole,0,0
2015-11-12,giovedì,33,9,3,91,sole,0,0
2015-11-13,venerdì,36,8,6,100,sole,0,0
2015-11-14,sabato,49,9,5,95,sole,0,0
2015-11-15,domenica,33,8,5,94,sole,0,0
2015-11-17,martedì,28,9,9,95,sole,0,0
2015-11-18,mercoledì,37,10,9,99,sole,0,0
2015-11-19,giovedì,34,11,10,96,sole,0,0
2015-11-20,venerdì,41,11,10,94,sole,0,0
2015-11-21,sabato,44,9,5,93,sole,0,0
2015-11-22,domenica,33,5,2,85,sole,serie A,0
2015-11-24,martedì,22,4,0,75,sole,0,0
2015-11-25,mercoledì,25,2,-1,85,sole,0,0
2015-11-26,giovedì,30,4,-2,79,sole,champions,0
2015-11-27,venerdì,34,3,-2,78,sole,0,0
2015-11-28,sabato,55,2,-3,86,sole,0,0
2015-11-29,domenica,42,2,-2,84,sole,0,0
2015-12-02,mercoledì,30,5,-1,85,sole,0,0
2015-12-03,giovedì,38,2,-1,100,sole,0,0
2015-12-04,venerdì,33,4,0,100,sole,0,0
2015-12-05,sabato,55,6,3,94,sole,serie A,0
2015-12-06,domenica,38,5,1,96,sole,0,0
2015-12-07,lunedì,28,4,-1,98,sole,0,0
2015-12-08,martedì,30,5,1,97,sole,0,Immacolata Concezione
2015-12-09,mercoledì,32,3,0,99,sole,champions,0
2015-12-10,giovedì,27,2,1,99,sole,0,0
2015-12-11,venerdì,42,0,-2,100,sole,0,0
2015-12-12,sabato,50,1,-2,97,sole,0,0
2015-12-13,domenica,39,3,0,92,sole,0,0
2015-12-15,martedì,26,2,-2,83,sole,0,0
2015-12-16,mercoledì,30,5,1,80,sole,0,0
2015-12-17,giovedì,30,5,0,83,sole,0,0
2015-12-18,venerdì,30,4,-1,89,sole,0,0
2015-12-19,sabato,42,4,-1,91,sole,0,0
2015-12-20,domenica,32,3,-2,90,sole,0,0
2015-12-22,martedì,25,5,2,98,sole,0,0
2015-12-23,mercoledì,26,5,3,99,sole,0,0
2015-12-24,giovedì,19,7,4,91,sole,0,0
2015-12-26,sabato,19,4,2,99,sole,0,Santo Stefano
2015-12-27,domenica,24,2,1,100,sole,0,0
2015-12-29,martedì,28,2,1,99,sole,0,0
2015-12-30,mercoledì,20,7,0,70,sole,0,0
2015-12-31,giovedì,11,4,1,70,sole,0,Ultimo dell'Anno
2016-01-02,sabato,26,0,-4,98,pioggia neve nebbia ,0,0
2016-01-03,domenica,30,2,1,96,pioggia nebbia ,0,0
2016-01-05,martedì,26,3,1,94,neve ,0,0
2016-01-06,mercoledì,25,4,2,91,pioggia nebbia ,0,Epifania
2016-01-07,giovedì,18,0,-4,93,nebbia ,serie A,0
2016-01-08,venerdì,27,3,-3,86,sole,0,0
2016-01-09,sabato,43,5,4,96,pioggia nebbia ,0,0
2016-01-10,domenica,39,6,4,97,nebbia ,0,0
2016-01-12,martedì,15,7,3,76,sole,0,0
2016-01-13,mercoledì,25,5,0,68,sole,0,0
2016-01-14,giovedì,27,2,-3,90,pioggia ,0,0
2016-01-15,venerdì,33,3,0,82,sole,0,0
2016-01-16,sabato,48,4,-3,51,sole,0,0
2016-01-17,domenica,33,3,-5,43,sole,0,0
2016-01-19,martedì,25,-2,-6,57,sole,0,0
2016-01-20,mercoledì,29,-1,-5,64,sole,0,0
2016-01-21,giovedì,31,-1,-6,67,sole,0,0
2016-01-22,venerdì,39,1,-3,72,sole,0,0
2016-01-23,sabato,55,1,-3,80,sole,0,0
2016-01-24,domenica,41,0,-5,87,sole,0,0
2016-01-26,martedì,33,3,-3,82,sole,0,0
2016-01-27,mercoledì,30,4,-1,83,sole,0,0
2016-01-28,giovedì,23,7,6,81,sole,0,0
2016-01-29,venerdì,39,8,6,82,sole,0,0
2016-01-30,sabato,45,7,6,90,pioggia nebbia ,0,0
2016-01-31,domenica,32,6,5,99,nebbia ,0,0
2016-02-02,martedì,24,7,3,99,nebbia ,0,0
2016-02-03,mercoledì,20,8,5,96,pioggia nebbia ,0,0
2016-02-04,giovedì,25,5,0,78,nebbia ,serie A,Giovedì Grasso
2016-02-05,venerdì,32,5,-2,71,sole,0,0
2016-02-06,sabato,41,5,1,76,sole,0,0
2016-02-07,domenica,34,10,9,83,pioggia ,0,Carnevale
2016-02-09,martedì,22,8,6,93,pioggia ,0,Martedì Grasso
2016-02-10,mercoledì,15,8,1,61,pioggia ,0,0
2016-02-11,giovedì,20,4,-2,65,sole,0,0
2016-02-12,venerdì,22,6,2,76,pioggia ,0,0
2016-02-13,sabato,43,5,2,84,sole,0,0
2016-02-14,domenica,42,5,1,94,pioggia ,serie A,San Valentino
2016-02-16,martedì,27,9,7,76,pioggia ,0,0
2016-02-17,mercoledì,19,7,6,90,pioggia ,0,0
2016-02-18,giovedì,24,8,4,78,sole,0,0
2016-02-19,venerdì,34,9,2,69,sole,0,0
2016-02-20,sabato,47,7,2,72,sole,serie A,0
2016-02-21,domenica,33,7,0,74,sole,0,0
2016-02-23,martedì,24,10,5,83,nebbia ,0,0
2016-02-24,mercoledì,32,8,3,73,pioggia nebbia ,champions,0
2016-02-25,giovedì,26,7,3,68,sole,0,0
2016-02-26,venerdì,23,5,-1,75,pioggia nebbia ,0,0
2016-02-27,sabato,44,7,6,69,pioggia ,0,0
2016-02-28,domenica,34,12,10,77,pioggia ,serie A,0
2016-03-01,martedì,24,10,5,84,nebbia ,0,0
2016-03-02,mercoledì,35,9,4,75,pioggia ,0,0
2016-03-03,giovedì,18,7,3,68,pioggia ,0,0
2016-03-04,venerdì,23,7,2,66,sole,0,0
2016-03-05,sabato,46,8,5,78,pioggia ,0,0
2016-03-06,domenica,35,5,2,92,nebbia ,0,0
2016-03-08,martedì,25,5,1,86,pioggia ,0,0
2016-03-09,mercoledì,20,7,4,76,pioggia ,0,0
2016-03-10,giovedì,22,9,3,66,sole,0,0
2016-03-11,venerdì,31,10,5,70,sole,0,0
2016-03-12,sabato,41,11,7,64,sole,serie A,0
2016-03-13,domenica,26,11,8,56,sole,0,0
2016-03-15,martedì,12,7,0,72,pioggia ,0,0
2016-03-16,mercoledì,20,8,5,56,pioggia ,0,0
2016-03-17,giovedì,19,10,5,58,sole,champions,0
2016-03-18,venerdì,27,9,2,67,sole,0,0
