,data,t_media,dayname,somma_polli,feste,fenomeni,Chievo,Hellas,Inter,Italia,Juventus,Lazio,Milan,Napoli
307,2015-12-24,7,giovedì,19,0,sole,0,0,0,0,0,0,0,0
308,2015-12-26,4,sabato,19,Santo Stefano,sole,0,0,0,0,0,0,0,0
309,2015-12-27,2,domenica,24,0,sole,0,0,0,0,0,0,0,0
310,2015-12-29,2,martedì,28,0,sole,0,0,0,0,0,0,0,0
311,2015-12-30,7,mercoledì,20,0,sole,0,0,0,0,0,0,0,0
312,2015-12-31,4,giovedì,11,Ultimo dell'Anno,sole,0,0,0,0,0,0,0,0
313,2016-01-02,0,sabato,26,0,pioggia neve nebbia ,0,0,0,0,0,0,0,0
314,2016-01-03,2,domenica,30,0,pioggia nebbia ,0,0,0,0,0,0,0,0
315,2016-01-05,3,martedì,26,0,neve ,0,0,1,0,1,1,1,0
316,2016-01-06,4,mercoledì,25,Epifania,pioggia nebbia ,0,0,0,0,0,0,0,0
317,2016-01-07,0,giovedì,18,0,nebbia ,0,0,0,0,0,0,0,0
318,2016-01-08,3,venerdì,27,0,sole,0,0,0,0,0,0,0,0
319,2016-01-09,5,sabato,43,0,pioggia nebbia ,0,0,0,0,0,0,0,0
320,2016-01-10,6,domenica,39,0,nebbia ,1,0,0,0,0,1,0,0
321,2016-01-12,7,martedì,15,0,sole,0,0,0,0,0,0,0,0
322,2016-01-13,5,mercoledì,25,0,sole,0,0,0,0,0,0,0,0
323,2016-01-14,2,giovedì,27,0,pioggia ,0,0,0,0,0,0,0,0
324,2016-01-15,3,venerdì,33,0,sole,0,0,0,0,0,0,0,0
325,2016-01-16,4,sabato,48,0,sole,0,0,1,0,0,0,0,1
326,2016-01-17,3,domenica,33,0,sole,1,0,0,0,1,1,1,0
327,2016-01-19,-2,martedì,25,0,sole,0,0,0,0,0,0,0,0
328,2016-01-20,-1,mercoledì,29,0,sole,0,0,0,0,0,0,0,0
329,2016-01-21,-1,giovedì,31,0,sole,0,0,0,0,0,0,0,0
330,2016-01-22,1,venerdì,39,0,sole,0,0,0,0,0,0,0,0
331,2016-01-23,1,sabato,55,0,sole,0,0,0,0,0,0,1,0
332,2016-01-24,0,domenica,41,0,sole,1,0,1,0,1,1,0,1
333,2016-01-26,3,martedì,33,0,sole,0,0,0,0,0,0,0,0
334,2016-01-27,4,mercoledì,30,0,sole,0,0,0,0,0,0,0,0
335,2016-01-28,7,giovedì,23,0,sole,0,0,0,0,0,0,0,0
336,2016-01-29,8,venerdì,39,0,sole,0,0,0,0,0,0,0,0
337,2016-01-30,7,sabato,45,0,pioggia nebbia ,0,0,0,0,0,0,0,0
338,2016-01-31,6,domenica,32,0,nebbia ,1,0,1,0,1,1,1,1
339,2016-02-02,7,martedì,24,0,nebbia ,0,0,0,0,0,0,0,0
340,2016-02-03,8,mercoledì,20,0,pioggia nebbia ,0,0,0,0,0,0,0,0
341,2016-02-04,5,giovedì,25,Giovedì Grasso,nebbia ,0,0,0,0,1,0,0,0
342,2016-02-05,5,venerdì,32,0,sole,0,0,0,0,0,0,0,1
343,2016-02-06,5,sabato,41,0,sole,0,0,0,0,0,0,0,0
344,2016-02-07,10,domenica,34,Carnevale,pioggia ,0,0,0,0,0,0,0,0
345,2016-02-09,8,martedì,22,Martedì Grasso,pioggia ,0,0,0,0,0,0,0,0
346,2016-02-10,8,mercoledì,15,0,pioggia ,0,0,1,0,1,0,1,1
347,2016-02-11,4,giovedì,20,0,sole,0,0,0,0,0,0,0,0
348,2016-02-12,6,venerdì,22,0,pioggia ,0,0,1,0,0,0,0,1
349,2016-02-13,5,sabato,43,0,sole,1,0,0,0,1,0,0,1
350,2016-02-14,5,domenica,42,San Valentino,pioggia ,0,0,1,0,0,0,1,0
351,2016-02-16,9,martedì,27,0,pioggia ,0,0,0,0,0,0,0,0
352,2016-02-17,7,mercoledì,19,0,pioggia ,0,0,0,0,0,0,0,0
353,2016-02-18,8,giovedì,24,0,sole,0,0,0,0,0,0,0,0
354,2016-02-19,9,venerdì,34,0,sole,0,0,0,0,1,0,0,0
355,2016-02-20,7,sabato,47,0,sole,1,0,1,0,0,0,0,0
356,2016-02-21,7,domenica,33,0,sole,0,0,0,0,0,1,0,0
357,2016-02-23,10,martedì,24,0,nebbia ,0,0,0,0,0,0,0,0
358,2016-02-24,8,mercoledì,32,0,pioggia nebbia ,0,0,0,0,0,0,0,0
359,2016-02-25,7,giovedì,26,0,sole,0,0,0,0,0,0,0,0
360,2016-02-26,5,venerdì,23,0,pioggia nebbia ,0,0,0,0,0,0,0,0
361,2016-02-27,7,sabato,44,0,pioggia ,0,0,0,0,0,0,1,0
362,2016-02-28,12,domenica,34,0,pioggia ,1,0,1,0,1,0,0,0
363,2016-03-01,10,martedì,24,0,nebbia ,0,0,0,0,0,0,0,0
364,2016-03-02,9,mercoledì,35,0,pioggia ,1,0,1,0,1,1,1,1
365,2016-03-03,7,giovedì,18,0,pioggia ,0,0,0,0,0,0,0,0
366,2016-03-04,7,venerdì,23,0,sole,1,0,1,0,0,1,1,1
367,2016-03-05,8,sabato,46,0,pioggia ,0,0,0,0,0,0,0,0
368,2016-03-06,5,domenica,35,0,nebbia ,0,0,0,0,0,0,0,0
369,2016-03-08,5,martedì,25,0,pioggia ,0,0,0,0,0,0,0,0
370,2016-03-09,7,mercoledì,20,0,pioggia ,0,0,0,0,0,0,0,0
371,2016-03-10,9,giovedì,22,0,sole,0,0,0,0,0,0,0,0
372,2016-03-11,10,venerdì,31,0,sole,0,0,0,0,0,0,0,0
373,2016-03-12,11,sabato,41,0,sole,0,0,0,0,1,0,0,0
374,2016-03-13,11,domenica,26,0,sole,1,0,0,0,0,1,1,1
375,2016-03-15,7,martedì,12,0,pioggia ,0,0,0,0,0,0,0,0
376,2016-03-16,8,mercoledì,20,0,pioggia ,0,0,0,0,0,0,0,0
377,2016-03-17,10,giovedì,19,0,sole,0,0,0,0,0,0,0,0
378,2016-03-18,9,venerdì,27,0,sole,0,0,0,0,0,0,0,0
379,2016-03-19,10,sabato,37,Festa di San Giuseppe,sole,0,0,1,0,0,0,0,0
380,2016-03-20,10,domenica,27,Domenica delle Palme,sole,1,0,0,0,1,1,1,1
381,2016-03-22,12,martedì,13,0,nebbia ,0,0,0,0,0,0,0,0
382,2016-03-23,11,mercoledì,22,0,sole,0,0,0,0,0,0,0,0
383,2016-03-24,9,giovedì,25,0,sole,0,0,0,0,0,0,0,0
384,2016-03-25,10,venerdì,10,0,sole,0,0,0,0,0,0,0,0
385,2016-03-26,11,sabato,26,0,sole,0,0,0,0,0,0,0,0
386,2016-03-29,13,martedì,11,0,nebbia ,0,0,0,0,0,0,0,0
387,2016-03-30,13,mercoledì,24,0,sole,0,0,0,0,0,0,0,0
388,2016-03-31,14,giovedì,26,0,sole,0,0,0,0,0,0,0,0
389,2016-04-01,15,venerdì,25,0,sole,0,0,0,0,0,0,0,0
390,2016-04-02,14,sabato,45,0,sole,0,0,0,0,0,0,0,0
391,2016-04-03,14,domenica,37,0,sole,0,0,0,0,0,0,0,0
392,2016-04-05,14,martedì,17,0,sole,0,0,0,0,0,0,0,0
393,2016-04-06,15,mercoledì,25,0,sole,0,0,0,0,0,0,0,0
394,2016-04-07,15,giovedì,21,0,sole,0,0,0,0,0,0,0,0
395,2016-04-08,13,venerdì,23,0,sole,0,0,0,0,0,0,0,0
396,2016-04-09,13,sabato,40,0,sole,0,0,0,0,0,0,0,0
397,2016-04-10,15,domenica,30,0,sole,0,0,0,0,0,0,0,0
398,2016-04-12,15,martedì,28,0,sole,0,0,0,0,0,1,1,0
399,2016-04-13,16,mercoledì,25,0,sole,0,0,0,0,0,0,0,0
400,2016-04-14,16,giovedì,24,0,sole,0,0,0,0,0,0,0,0
401,2016-04-15,15,venerdì,28,0,sole,0,0,0,0,0,0,0,0
402,2016-04-16,16,sabato,37,0,sole,0,0,1,0,0,0,0,1
403,2016-04-17,16,domenica,29,0,sole,1,0,0,0,1,1,1,0
404,2016-04-19,14,martedì,24,0,sole,0,0,0,0,0,0,0,1
405,2016-04-20,15,mercoledì,19,0,sole,1,0,1,0,1,1,0,0
406,2016-04-22,16,venerdì,27,0,sole,0,0,0,0,0,0,0,0
407,2016-04-23,15,sabato,41,0,sole,0,0,1,0,0,0,0,0
408,2016-04-24,12,domenica,37,0,sole,1,0,0,0,1,1,0,0
409,2016-04-26,11,martedì,12,0,sole,0,0,0,0,0,0,0,0
410,2016-04-27,13,mercoledì,18,0,sole,0,0,0,0,0,0,0,0
411,2016-04-28,12,giovedì,21,0,sole,0,0,0,0,0,0,0,0
412,2016-04-29,14,venerdì,22,0,sole,0,0,0,0,0,0,0,0
413,2016-04-30,14,sabato,30,0,sole,1,0,0,0,0,0,0,0
414,2016-05-01,12,domenica,30,Festa dei Lavoratori,pioggia ,0,0,0,0,0,0,0,0
415,2016-05-03,16,martedì,23,0,temporale ,1,0,0,0,0,0,0,1
416,2016-05-04,18,mercoledì,25,0,sole,0,0,0,0,0,0,0,0
417,2016-05-05,17,giovedì,27,0,sole,0,0,0,0,0,0,0,0
418,2016-05-06,17,venerdì,27,0,sole,0,0,0,0,0,0,0,0
419,2016-05-07,18,sabato,30,0,sole,0,0,0,0,0,0,0,0
420,2016-05-08,18,domenica,27,Festa della Mamma,sole,0,0,0,0,0,0,0,0
421,2016-05-10,17,martedì,23,0,pioggia ,0,0,0,0,0,0,0,0
422,2016-05-11,15,mercoledì,28,0,pioggia ,0,0,0,0,0,1,0,1
423,2016-05-12,16,giovedì,23,0,pioggia temporale ,1,0,0,0,0,0,0,0
424,2016-05-13,15,venerdì,32,0,pioggia ,0,0,0,0,0,0,0,0
425,2016-05-14,17,sabato,46,0,pioggia temporale ,0,0,1,0,1,0,1,1
426,2016-05-15,15,domenica,28,Pentecoste,pioggia temporale nebbia ,1,0,0,0,0,1,0,0
427,2016-05-17,14,martedì,26,0,pioggia ,0,0,0,0,0,0,0,0
428,2016-05-18,16,mercoledì,25,0,pioggia ,0,0,0,0,0,0,0,0
429,2016-05-19,13,giovedì,17,0,pioggia ,0,0,0,0,0,0,0,0
430,2016-05-20,17,venerdì,23,0,sole,0,0,0,0,0,0,0,0
431,2016-05-21,19,sabato,36,0,sole,0,0,0,0,0,0,0,0
432,2016-05-22,21,domenica,34,0,sole,0,0,0,0,0,0,0,0
433,2016-05-24,17,martedì,18,0,pioggia ,0,0,0,0,0,0,0,0
434,2016-05-25,19,mercoledì,23,0,sole,0,0,0,0,0,0,0,0
435,2016-05-26,20,giovedì,25,0,sole,0,0,0,0,0,0,0,0
436,2016-05-27,22,venerdì,32,0,sole,0,0,0,0,0,0,0,0
437,2016-05-28,22,sabato,25,0,sole,0,0,0,0,0,0,0,0
438,2016-05-29,18,domenica,31,0,pioggia temporale ,0,0,0,0,0,0,0,0
439,2016-05-31,19,martedì,9,0,sole,0,0,0,0,0,0,0,0
440,2016-06-01,18,mercoledì,23,0,pioggia ,1,0,1,0,1,1,1,1
441,2016-06-02,18,giovedì,32,Festa della Repubblica,pioggia temporale ,0,0,0,0,0,1,0,0
442,2016-06-03,19,venerdì,19,0,sole,0,0,1,0,1,1,1,0
443,2016-06-04,18,sabato,30,0,pioggia temporale ,0,0,0,0,0,0,0,0
444,2016-06-05,19,domenica,23,0,pioggia temporale ,0,0,0,0,0,0,0,0
445,2016-06-07,22,martedì,11,0,sole,0,0,0,0,0,0,0,0
446,2016-06-08,21,mercoledì,25,0,pioggia temporale ,0,0,0,0,0,0,0,0
447,2016-06-09,19,giovedì,20,0,pioggia ,0,0,0,0,0,0,0,0
448,2016-06-10,21,venerdì,15,0,pioggia ,0,0,0,0,0,0,0,0
449,2016-06-11,21,sabato,26,0,pioggia ,1,0,1,0,1,0,1,0
450,2016-06-12,19,domenica,40,0,pioggia temporale ,0,0,0,0,0,0,0,0
451,2016-06-14,19,martedì,18,0,pioggia temporale ,0,0,0,0,0,0,0,0
452,2016-06-15,20,mercoledì,21,0,pioggia temporale ,0,0,0,0,0,0,0,0
453,2016-06-16,22,giovedì,20,0,sole,0,0,0,0,0,0,0,0
454,2016-06-17,21,venerdì,28,0,pioggia temporale ,0,0,0,0,0,0,0,0
455,2016-06-18,19,sabato,23,0,pioggia temporale ,0,0,0,0,0,0,0,0
456,2016-06-19,17,domenica,36,0,pioggia temporale ,0,0,0,0,0,0,0,0
457,2016-06-21,23,martedì,23,0,sole,0,0,0,0,0,0,0,0
458,2016-06-22,25,mercoledì,32,0,sole,0,0,0,0,0,0,0,0
459,2016-06-23,27,giovedì,12,0,sole,0,0,0,0,0,0,0,0
460,2016-06-24,28,venerdì,12,0,sole,0,0,0,0,0,0,0,0
461,2016-06-25,27,sabato,26,0,pioggia temporale ,0,0,0,0,0,0,0,0
462,2016-06-26,24,domenica,33,0,pioggia temporale ,0,0,0,0,0,0,0,0
463,2016-06-28,24,martedì,19,0,sole,0,0,0,0,0,0,0,0
464,2016-06-29,25,mercoledì,24,0,sole,0,0,0,0,0,0,0,0
465,2016-06-30,26,giovedì,23,0,sole,0,0,0,0,0,0,0,0
466,2016-07-01,26,venerdì,25,0,sole,0,0,0,0,0,0,0,0
467,2016-07-02,26,sabato,41,0,sole,1,0,1,0,1,0,1,1
468,2016-07-03,25,domenica,40,0,sole,0,0,0,0,0,0,0,0
469,2016-07-05,25,martedì,25,0,sole,0,0,1,0,0,0,1,0
470,2016-07-06,26,mercoledì,24,0,sole,0,0,0,0,0,0,0,0
471,2016-07-07,26,giovedì,19,0,sole,0,0,0,0,0,0,0,0
472,2016-07-08,26,venerdì,22,0,sole,0,0,0,0,0,0,0,0
473,2016-07-09,27,sabato,15,0,sole,0,0,0,0,0,0,0,0
474,2016-07-10,29,domenica,27,0,sole,0,0,0,0,0,0,0,0
475,2016-07-12,27,martedì,23,0,sole,0,0,0,0,0,0,0,0
476,2016-07-13,26,mercoledì,20,0,sole,0,0,0,0,0,0,0,0
477,2016-07-14,23,giovedì,19,0,sole,0,0,0,0,0,0,0,0
478,2016-07-15,21,venerdì,14,0,sole,0,0,0,0,0,0,0,0
479,2016-07-16,21,sabato,19,0,sole,0,0,0,0,0,0,0,0
480,2016-07-17,23,domenica,26,0,sole,0,0,0,0,0,0,0,0
481,2016-07-19,27,martedì,23,0,sole,0,0,0,0,0,0,0,0
482,2016-07-20,28,mercoledì,19,0,sole,0,0,0,0,0,0,0,0
483,2016-07-21,26,giovedì,14,0,sole,0,0,0,0,0,0,0,0
484,2016-07-22,27,venerdì,14,0,sole,0,0,0,0,0,0,0,0
485,2016-07-23,25,sabato,24,0,sole,0,0,0,0,0,0,0,0
486,2016-07-24,25,domenica,31,0,sole,0,0,0,0,0,0,0,0
487,2016-07-26,27,martedì,21,0,sole,0,0,0,0,0,0,0,0
488,2016-07-27,26,mercoledì,16,0,sole,0,0,0,0,0,0,0,0
489,2016-07-28,25,giovedì,16,0,sole,0,0,0,0,0,0,0,0
490,2016-07-29,26,venerdì,17,0,sole,0,0,0,0,0,0,0,0
491,2016-07-30,28,sabato,23,0,sole,0,0,0,0,0,0,0,0
492,2016-07-31,25,domenica,24,0,sole,0,0,0,0,0,0,0,0
493,2016-08-02,24,martedì,18,0,sole,0,0,0,0,0,0,0,0
494,2016-08-03,25,mercoledì,22,0,sole,0,0,0,0,0,0,0,0
495,2016-08-04,26,giovedì,21,0,sole,0,0,0,0,0,0,0,0
496,2016-08-05,22,venerdì,19,0,pioggia temporale ,1,0,0,0,1,1,0,1
497,2016-08-06,23,sabato,23,0,pioggia ,0,0,0,0,0,0,0,0
498,2016-08-07,24,domenica,21,0,sole,0,0,0,0,0,0,0,0
499,2016-08-09,24,martedì,26,0,pioggia temporale ,0,0,0,0,0,0,0,0
500,2016-08-10,20,mercoledì,20,0,pioggia temporale ,0,0,0,0,0,0,0,0
501,2016-08-11,20,giovedì,19,0,pioggia ,0,0,0,0,0,0,0,0
502,2016-08-12,20,venerdì,19,0,sole,0,0,0,0,0,0,0,0
503,2016-08-13,21,sabato,23,0,sole,0,0,0,0,0,0,0,0
504,2016-08-16,25,martedì,20,0,temporale ,0,0,0,0,0,0,0,0
505,2016-08-17,25,mercoledì,22,0,temporale ,0,0,0,0,0,0,0,0
506,2016-08-18,23,giovedì,25,0,pioggia temporale ,0,0,0,0,0,0,0,0
507,2016-08-19,23,venerdì,22,0,pioggia temporale ,0,0,0,0,0,0,0,0
508,2016-08-20,24,sabato,31,0,pioggia temporale ,0,0,0,0,1,0,0,0
509,2016-08-21,24,domenica,29,0,pioggia temporale nebbia ,1,0,1,0,0,1,1,1
510,2016-08-23,22,martedì,20,0,sole,0,0,0,0,0,0,0,0
511,2016-08-24,23,mercoledì,24,0,sole,0,0,0,0,0,0,0,0
512,2016-08-25,24,giovedì,23,0,sole,0,0,0,0,0,0,0,0
513,2016-08-26,23,venerdì,27,0,sole,0,0,0,0,0,0,0,0
514,2016-08-27,24,sabato,22,0,sole,0,0,0,0,1,1,1,1
515,2016-08-28,25,domenica,19,0,sole,1,0,1,0,0,0,0,0
516,2016-08-30,24,martedì,19,0,pioggia temporale ,0,0,0,0,0,0,0,0
517,2016-08-31,25,mercoledì,24,0,sole,0,0,0,0,0,0,0,0
518,2016-09-01,24,giovedì,27,0,sole,0,0,0,0,0,1,1,0
519,2016-09-02,25,venerdì,30,0,sole,0,0,0,0,0,0,0,0
520,2016-09-03,25,sabato,28,0,sole,0,0,0,0,0,0,0,0
521,2016-09-04,25,domenica,32,0,sole,1,0,1,0,1,0,1,0
522,2016-09-06,22,martedì,25,0,sole,0,0,0,0,0,0,0,0
523,2016-09-07,22,mercoledì,19,0,sole,0,0,0,0,0,0,0,0
524,2016-09-08,23,giovedì,27,0,sole,0,0,0,0,0,0,0,0
525,2016-09-09,24,venerdì,26,0,sole,0,0,0,0,0,0,0,0
526,2016-09-10,25,sabato,34,0,sole,0,0,0,0,0,0,0,0
527,2016-09-11,24,domenica,38,0,sole,0,0,0,0,0,0,0,0
528,2016-09-13,24,martedì,27,0,sole,0,0,0,0,0,0,0,0
529,2016-09-14,24,mercoledì,26,0,sole,0,0,0,0,0,0,0,0
530,2016-09-15,22,giovedì,40,0,sole,0,0,0,0,0,0,0,0
531,2016-09-16,19,venerdì,34,0,sole,0,0,0,0,0,0,1,0
532,2016-09-17,20,sabato,34,0,sole,0,0,0,0,0,1,0,1
533,2016-09-18,19,domenica,37,0,sole,1,0,1,0,1,0,0,0
534,2016-09-20,20,martedì,23,0,sole,0,0,0,0,0,1,1,0
535,2016-09-21,17,mercoledì,22,0,sole,1,0,1,0,1,0,0,1
536,2016-09-22,18,giovedì,25,0,sole,0,0,0,0,0,0,0,0
537,2016-09-23,17,venerdì,25,0,sole,0,0,0,0,0,0,0,0
538,2016-09-24,18,sabato,31,0,sole,1,0,0,0,1,0,0,1
539,2016-09-25,18,domenica,32,0,sole,0,0,1,0,0,1,1,0
540,2016-09-27,19,martedì,25,0,sole,0,0,0,0,0,0,0,0
541,2016-09-28,18,mercoledì,18,0,sole,0,0,0,0,0,0,0,0
542,2016-09-29,18,giovedì,29,0,sole,0,0,0,0,0,0,0,0
543,2016-09-30,18,venerdì,31,0,sole,0,0,0,0,0,0,0,0
544,2016-10-01,18,sabato,31,0,pioggia ,1,0,1,0,1,0,0,1
545,2016-10-02,18,domenica,26,0,pioggia ,0,0,0,0,0,0,0,0
546,2016-10-04,16,martedì,15,0,sole,0,0,0,0,0,1,0,1
547,2016-10-05,13,mercoledì,21,0,pioggia ,0,0,0,0,0,0,0,0
548,2016-10-06,13,giovedì,25,0,sole,0,0,0,0,0,0,0,0
549,2016-10-07,13,venerdì,29,0,sole,0,0,0,0,0,0,0,0
550,2016-10-08,12,sabato,29,0,sole,0,0,0,0,0,0,0,0
551,2016-10-09,13,domenica,33,0,pioggia ,0,0,0,0,1,0,0,1
552,2016-10-10,14,lunedì,1,0,sole,0,0,0,0,0,0,0,0
553,2016-10-11,11,martedì,18,0,sole,0,0,0,0,0,0,0,0
554,2016-10-12,9,mercoledì,19,0,sole,0,0,0,0,0,1,0,0
555,2016-10-13,10,giovedì,24,0,pioggia ,0,0,0,0,0,0,0,0
556,2016-10-14,13,venerdì,31,0,pioggia temporale ,0,0,0,0,0,0,0,0
557,2016-10-15,15,sabato,31,0,pioggia ,0,0,0,0,1,0,0,1
558,2016-10-16,14,domenica,33,0,nebbia ,1,0,1,0,0,1,1,0
559,2016-10-18,14,martedì,17,0,nebbia ,0,0,0,0,0,0,0,0
560,2016-10-19,13,mercoledì,21,0,pioggia ,0,0,0,0,0,0,0,0
561,2016-10-20,12,giovedì,28,0,pioggia ,0,0,0,0,0,0,0,0
562,2016-10-21,10,venerdì,27,0,sole,0,0,0,0,0,0,0,0
563,2016-10-22,11,sabato,49,0,pioggia nebbia ,0,0,0,0,1,0,1,0
564,2016-10-23,12,domenica,26,0,sole,1,0,1,0,0,1,0,1
565,2016-10-25,14,martedì,15,0,pioggia ,0,0,0,0,0,0,1,0
566,2016-10-26,15,mercoledì,17,0,nebbia ,1,0,1,0,1,1,0,1
567,2016-10-27,16,giovedì,22,0,pioggia ,0,0,0,0,0,0,0,0
568,2016-10-28,13,venerdì,26,0,sole,0,0,0,0,0,0,0,0
569,2016-10-29,11,sabato,33,0,sole,0,0,0,0,1,0,0,1
570,2016-10-30,11,domenica,19,0,nebbia ,1,0,1,0,0,1,1,0
571,2016-10-31,12,lunedì,17,0,nebbia ,0,0,0,0,0,0,0,0
572,2016-11-01,10,martedì,24,Ognissanti,nebbia ,0,0,0,0,0,0,0,0
573,2016-11-02,12,mercoledì,10,Giorno dei Morti,sole,0,0,0,0,0,1,0,0
574,2016-11-03,12,giovedì,14,0,sole,0,0,0,0,1,0,0,0
575,2016-11-04,10,venerdì,18,0,sole,0,0,0,0,0,0,0,0
576,2016-11-05,10,sabato,36,0,pioggia ,0,0,0,0,0,0,0,0
577,2016-11-06,11,domenica,26,0,pioggia nebbia ,0,0,0,0,0,0,0,0
578,2016-11-08,6,martedì,18,0,sole,0,0,0,0,0,0,0,0
579,2016-11-09,6,mercoledì,19,0,sole,1,0,1,0,0,1,1,0
580,2016-11-10,6,giovedì,10,0,sole,0,0,0,0,0,0,0,0
581,2016-11-11,6,venerdì,26,0,sole,0,0,0,0,0,0,0,0
582,2016-11-12,6,sabato,26,0,nebbia ,1,0,1,0,1,0,0,1
583,2016-11-13,6,domenica,19,0,sole,0,0,0,0,0,0,0,0
584,2016-11-15,4,martedì,19,0,sole,0,0,0,0,0,0,0,0
585,2016-11-16,4,mercoledì,14,0,sole,0,0,0,0,0,0,0,0
586,2016-11-17,6,giovedì,17,0,sole,0,0,0,0,0,0,0,0
587,2016-11-18,8,venerdì,28,0,pioggia ,0,0,0,0,0,0,0,0
588,2016-11-19,9,sabato,42,0,pioggia nebbia ,1,0,0,0,1,0,0,1
589,2016-11-20,10,domenica,20,0,nebbia ,0,0,1,0,0,1,1,0
590,2016-11-22,14,martedì,15,0,sole,0,0,0,0,0,0,0,0
591,2016-11-23,14,mercoledì,21,0,pioggia ,0,0,0,0,0,0,0,0
592,2016-11-24,14,giovedì,17,0,sole,0,0,0,0,0,0,0,0
593,2016-11-25,15,venerdì,24,0,pioggia ,0,0,0,0,0,0,0,0
594,2016-11-26,12,sabato,37,0,pioggia nebbia ,1,0,0,0,0,0,1,0
595,2016-11-27,9,domenica,30,0,nebbia ,0,0,0,0,1,1,0,0
596,2016-11-29,4,martedì,20,0,sole,0,0,0,0,0,0,0,0
597,2016-11-30,2,mercoledì,21,0,sole,0,0,0,0,0,0,0,0
598,2016-12-01,2,giovedì,21,0,sole,0,0,0,0,0,0,0,0
599,2016-12-02,3,venerdì,24,0,sole,0,0,0,0,0,0,0,0
600,2016-12-03,6,sabato,26,0,sole,0,0,1,0,0,0,0,0
601,2016-12-04,7,domenica,28,0,sole,0,0,0,0,0,0,0,0
602,2016-12-06,4,martedì,16,0,sole,0,0,0,0,0,0,0,0
603,2016-12-07,0,mercoledì,26,0,sole,0,0,0,0,0,0,0,0
604,2016-12-08,0,giovedì,26,Immacolata Concezione,sole,0,0,0,0,0,0,0,0
605,2016-12-09,-1,venerdì,31,0,sole,0,0,0,0,0,0,0,0
606,2016-12-10,-1,sabato,26,0,sole,0,0,0,0,0,0,0,0
607,2016-12-11,0,domenica,22,0,sole,0,0,0,0,0,0,0,0
